id,content_type,category_id,category_name,grade_id,grade_name,item,description
CCSS.ELA-LITERACY.RL.8.8,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,8,(Not applicable to literature)
CCSS.ELA-LITERACY.RL.8.9,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,9,"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new."
CCSS.ELA-LITERACY.RL.8.10,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,10,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently."
CCSS.ELA-LITERACY.SL.8.1,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly."
CCSS.ELA-LITERACY.SL.8.1.a,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,1a,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
CCSS.ELA-LITERACY.SL.8.1.b,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,1b,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."
CCSS.ELA-LITERACY.SL.8.1.c,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,1c,"Pose questions that connect the ideas of several speakers and respond to others' questions and comments with relevant evidence, observations, and ideas."
CCSS.ELA-LITERACY.SL.8.1.d,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,1d,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
CCSS.ELA-LITERACY.SL.8.2,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,2,"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."
CCSS.ELA-LITERACY.SL.8.3,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,3,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced."
CCSS.ELA-LITERACY.SL.8.4,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,4,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation."
CCSS.ELA-LITERACY.SL.8.5,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,5,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."
CCSS.ELA-LITERACY.SL.8.6,ELA-LITERACY,SL,Speaking & Listening,8,Grade 8,6,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 here for specific expectations.)"
CCSS.ELA-LITERACY.W.8.1,ELA-LITERACY,W,Writing,8,Grade 8,1,Write arguments to support claims with clear reasons and relevant evidence
CCSS.ELA-LITERACY.W.8.1.a,ELA-LITERACY,W,Writing,8,Grade 8,1a,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
CCSS.ELA-LITERACY.W.8.1.b,ELA-LITERACY,W,Writing,8,Grade 8,1b,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
CCSS.ELA-LITERACY.W.8.1.c,ELA-LITERACY,W,Writing,8,Grade 8,1c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
CCSS.ELA-LITERACY.W.8.1.d,ELA-LITERACY,W,Writing,8,Grade 8,1d,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.8.1.e,ELA-LITERACY,W,Writing,8,Grade 8,1e,Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.W.8.2,ELA-LITERACY,W,Writing,8,Grade 8,2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
CCSS.ELA-LITERACY.W.8.2.a,ELA-LITERACY,W,Writing,8,Grade 8,2a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-LITERACY.W.8.2.b,ELA-LITERACY,W,Writing,8,Grade 8,2b,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
CCSS.ELA-LITERACY.W.8.2.c,ELA-LITERACY,W,Writing,8,Grade 8,2c,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
CCSS.ELA-LITERACY.W.8.2.d,ELA-LITERACY,W,Writing,8,Grade 8,2d,Use precise language and domain-specific vocabulary to inform about or explain the topic.
CCSS.ELA-LITERACY.W.8.2.e,ELA-LITERACY,W,Writing,8,Grade 8,2e,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.8.2.F,ELA-LITERACY,W,Writing,8,Grade 8,2F,Provide a concluding statement or section that follows from and supports the information or explanation presented.
CCSS.ELA-LITERACY.W.8.3,ELA-LITERACY,W,Writing,8,Grade 8,3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
CCSS.ELA-LITERACY.W.8.3.a,ELA-LITERACY,W,Writing,8,Grade 8,3a,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
CCSS.ELA-LITERACY.W.8.3.b,ELA-LITERACY,W,Writing,8,Grade 8,3b,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters."
CCSS.ELA-LITERACY.W.8.3.c,ELA-LITERACY,W,Writing,8,Grade 8,3c,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
CCSS.ELA-LITERACY.W.8.3.d,ELA-LITERACY,W,Writing,8,Grade 8,3d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
CCSS.ELA-LITERACY.W.8.3.e,ELA-LITERACY,W,Writing,8,Grade 8,3e,Provide a conclusion that follows from and reflects on the narrated experiences or events.
CCSS.ELA-LITERACY.W.8.4,ELA-LITERACY,W,Writing,8,Grade 8,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
CCSS.ELA-LITERACY.W.8.5,ELA-LITERACY,W,Writing,8,Grade 8,5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8 here.)"
CCSS.ELA-LITERACY.W.8.6,ELA-LITERACY,W,Writing,8,Grade 8,6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."
CCSS.ELA-LITERACY.W.8.7,ELA-LITERACY,W,Writing,8,Grade 8,7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
CCSS.ELA-LITERACY.W.8.8,ELA-LITERACY,W,Writing,8,Grade 8,8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
CCSS.ELA-LITERACY.W.8.9,ELA-LITERACY,W,Writing,8,Grade 8,9,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.W.8.9.a,ELA-LITERACY,W,Writing,8,Grade 8,9a,"Apply grade 8 Reading standards to literature (e.g., ""Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new"")."
CCSS.ELA-LITERACY.W.8.9.b,ELA-LITERACY,W,Writing,8,Grade 8,9b,"Apply grade 8 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced"")."
CCSS.ELA-LITERACY.W.8.10,ELA-LITERACY,W,Writing,8,Grade 8,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
CCSS.ELA-LITERACY.RH.6-8.1,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,1,Cite specific textual evidence to support analysis of primary and secondary sources.
CCSS.ELA-LITERACY.RH.6-8.2,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,2,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
CCSS.ELA-LITERACY.RH.6-8.3,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,3,"Identify key steps in a text's description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
CCSS.ELA-LITERACY.RH.6-8.4,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,4,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
CCSS.ELA-LITERACY.RH.6-8.5,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,5,"Describe how a text presents information (e.g., sequentially, comparatively, causally)."
CCSS.ELA-LITERACY.RH.6-8.6,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,6,"Identify aspects of a text that reveal an author's point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
CCSS.ELA-LITERACY.RH.6-8.7,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,7,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
CCSS.ELA-LITERACY.RH.6-8.8,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,8,"Distinguish among fact, opinion, and reasoned judgment in a text."
CCSS.ELA-LITERACY.RH.6-8.9,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,9,Analyze the relationship between a primary and secondary source on the same topic.
CCSS.ELA-LITERACY.RH.6-8.10,ELA-LITERACY,RH,History/Social Studies,6-8,Grade 6-8,10,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6-8 text complexity band independently and proficiently."
CCSS.ELA-LITERACY.RST.6-8.1,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,1,Cite specific textual evidence to support analysis of science and technical texts.
CCSS.ELA-LITERACY.RST.6-8.2,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,2,Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.
CCSS.ELA-LITERACY.RST.6-8.3,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,3,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks."
CCSS.ELA-LITERACY.RST.6-8.4,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6-8 texts and topics."
CCSS.ELA-LITERACY.RST.6-8.5,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic."
CCSS.ELA-LITERACY.RST.6-8.6,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,6,"Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text."
CCSS.ELA-LITERACY.RST.6-8.7,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,7,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table)."
CCSS.ELA-LITERACY.RST.6-8.8,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,8,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text."
CCSS.ELA-LITERACY.RST.6-8.9,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,9,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic."
CCSS.ELA-LITERACY.RST.6-8.10,ELA-LITERACY,RST,Science & Technical Subjects,6-8,Grade 6-8,10,"By the end of grade 8, read and comprehend science/technical texts in the grades 6-8 text complexity band independently and proficiently."
CCSS.ELA-LITERACY.WHST.6-8.1,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",6-8,Grade 6-8,1,Write arguments focused on discipline-specific content.
CCSS.ELA-LITERACY.WHST.6-8.1.a,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",6-8,Grade 6-8,1a,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
